iter	RMSE
159	51.10621711
160	51.03935298
161	50.99403094
162	50.9164195
163	50.8945442
164	50.87277647
165	50.85136603
166	50.80706858
167	50.7363663
168	50.70301977
169	50.65892991
170	50.62454048
171	50.5748862
172	50.54848075
173	50.50077926
174	50.34468949
175	50.21891891
176	50.11794632
177	50.0564622
178	50.05105877
179	49.99056197
180	49.90743066
181	49.82463529
182	49.76432243
183	49.7621226
184	49.72743629
185	49.68858285
186	49.62839368
187	49.59989877
188	49.4956806
189	49.47917772
190	49.43849128
191	49.3644143
192	49.27809757
193	49.22429816
194	49.19041825
195	49.09584933
196	49.05268668
197	49.01651803
198	48.95524116
199	48.91133951
200	48.79501999
201	48.76564427
202	48.74117934
203	48.73339684
204	48.66552938
205	48.57956372
206	48.57793655
207	48.51284692
208	48.40554101
209	48.39897143
210	48.32761544
211	48.28479459
212	48.22547535
213	48.20792393
214	48.19487034
215	48.10687111
216	48.07136472
217	47.9914942
218	47.96151996
219	47.90270215
220	47.78730867
221	47.68581438
222	47.66682424
223	47.58763698
224	47.51375346
225	47.41777233
226	47.31644671
227	47.23642061
228	47.13517056
229	47.02890445
230	46.93466577
231	46.83106236
232	46.80558369
233	46.73609502
234	46.68160024
235	46.59316353
236	46.52540668
237	46.50942466
238	46.48629112
239	46.46191085
240	46.38686444
241	46.32012583
242	46.22789103
243	46.21237243
244	46.14855853
245	46.08078595
246	46.01417918
247	45.90279064
248	45.80175211
249	45.71454817
250	45.60668636
251	45.53152257
252	45.47390189
253	45.46726416
254	45.42307614
255	45.374362
256	45.32926798
257	45.24885836
258	45.23184458
259	45.17832362
260	45.15842785
261	45.06941874
262	45.0287632
263	45.02257367
264	44.98982111
265	44.94476426
266	44.93868271
267	44.87742992
268	44.8341715
269	44.78351736
270	44.72740012
271	44.67799319
272	44.63317195
273	44.61634169
274	44.58577756
275	44.54172762
276	44.49825103
277	44.46286559
278	44.45207017
279	44.39886513
280	44.38914457
281	44.35105199
282	44.33487842
283	44.25482944
284	44.16664287
285	44.12703242
286	44.11252781
287	44.04845624
288	44.00755378
289	43.95194553
290	43.91716444
291	43.88531873
292	43.857065
293	43.808396
294	43.75454217
295	43.72379973
296	43.71428985
297	43.67858793
298	43.63541107
299	43.60659669
300	43.57874259
301	43.55247991
302	43.51736852
303	43.49576577
304	43.42626002
305	43.38036315
306	43.32276553
307	43.29720532
308	43.28706911
309	43.24729735
310	43.21113614
311	43.1882557
312	43.11803215
313	43.07908834
314	43.03137845
315	42.99994782
316	42.95081881
317	42.93953966
318	42.89326399
319	42.86569032
320	42.83447369
321	42.76222381
322	42.72292042
323	42.65247539
324	42.62471908
325	42.58819929
326	42.55311272
327	42.53064557
328	42.50029924
329	42.46894701
330	42.44844592
331	42.42885139
332	42.38958034
333	42.35977
334	42.34130788
335	42.29716056
336	42.27948581
337	42.26258023
338	42.24714578
339	42.2287111
340	42.14089178
341	42.08715262
342	42.07876486
343	42.06279336
344	41.96192979
345	41.87020214
346	41.85416173
347	41.81299858
348	41.78351711
349	41.77005422
350	41.73994195
351	41.72696366
352	41.65128356
353	41.61592671
354	41.59670964
355	41.55302151
356	41.52706456
357	41.51502724
358	41.47081565
359	41.46288519
360	41.43776888
361	41.42460446
362	41.40492503
363	41.39268477
364	41.34988626
365	41.34198693
366	41.2587599
367	41.22228864
368	41.18191885
369	41.16981742
370	41.10194118
371	41.06958223
372	41.02771168
373	40.97891168
374	40.95195383
375	40.92132993
376	40.86645171
377	40.83334379
378	40.7765055
379	40.74876923
380	40.68182486
381	40.67173887
382	40.65740965
383	40.62301508
384	40.59144324
385	40.57682053
386	40.55076028
387	40.53400676
388	40.50108183
389	40.47980127
390	40.42787924
391	40.39306396
392	40.32344325
393	40.26035529
394	40.18294355
395	40.174104
396	40.16422762
397	40.14943051
398	40.07025839
399	40.03771471
400	39.95832445
401	39.95173295
402	39.92676069
403	39.90216083
404	39.85949054
405	39.83732177
406	39.81284593
407	39.78935466
408	39.74867861
409	39.677176
410	39.6515
411	39.58586835
412	39.53411387
413	39.48453609
414	39.46749531
415	39.43143283
416	39.37866516
417	39.36429297
418	39.32909402
419	39.31270827
420	39.26567605
421	39.24144409
422	39.18228039
423	39.16211214
424	39.14281855
425	39.11839398
426	39.04143872
427	38.99861692
428	38.98963928
429	38.97107878
430	38.96073456
431	38.92893992
432	38.91696687
433	38.85843479
434	38.8316746
435	38.81502583
436	38.79808145
437	38.76655155
438	38.72505626
439	38.68501744
440	38.6719685
441	38.6507872
442	38.58023878
443	38.54397154
444	38.48926273
445	38.47359027
446	38.40603572
447	38.35904231
448	38.33409272
449	38.28176688
450	38.22204307
451	38.20493685
452	38.19188752
453	38.16587434
454	38.11767894
455	38.08612521
456	38.07798364
457	38.01397032
458	37.98010748
459	37.94915919
460	37.8956934
461	37.88076694
462	37.87637852
463	37.82391507
464	37.81632325
465	37.77662803
466	37.7617253
467	37.6956884
468	37.6684512
469	37.63210951
470	37.59544734
471	37.53400182
472	37.50260522
473	37.46679613
474	37.41146988
475	37.38480012
476	37.32156647
477	37.3076435
478	37.2559467
479	37.21112501
480	37.20401494
481	37.18203731
482	37.17397484
483	37.12371022
484	37.10112835
485	37.0858055
486	37.06172279
487	37.04348684
488	37.00066647
489	36.9752263
490	36.96667496
491	36.91510124
492	36.89118477
493	36.85299575
494	36.80595467
495	36.75706018
496	36.74311517
497	36.73658461
498	36.70749616
499	36.69125272
500	36.67623159
501	36.65365256
502	36.62932568
503	36.58871886
504	36.55099303
505	36.54769991
506	36.53558882
507	36.50490807
508	36.47349376
509	36.44960191
510	36.43663448
511	36.4153976
512	36.40558739
513	36.37921158
514	36.33951945
515	36.31172295
516	36.29751758
517	36.28593376
518	36.27572678
519	36.24205404
520	36.2379114
521	36.20536958
522	36.19371643
523	36.16825692
524	36.13263949
525	36.12799929
526	36.09490806
527	36.05974759
528	36.0311448
529	36.01964845
530	36.00697679
531	35.98636328
532	35.96606492
533	35.94849795
534	35.90535907
535	35.89462357
536	35.86152161
537	35.8205772
538	35.76766474
539	35.75212605
540	35.72856412
541	35.71192012
542	35.68422717
543	35.66368928
544	35.61920425
545	35.60633145
546	35.57412925
547	35.55001449
548	35.50963375
549	35.48377547
550	35.46554854
551	35.43970224
552	35.39577017
553	35.37713005
554	35.3465368
555	35.32482942
556	35.3147011
557	35.27440064
558	35.23872602
559	35.20031602
560	35.18132136
561	35.15174475
562	35.12330051
563	35.09147485
564	35.07165087
565	35.00986588
566	34.98352191
567	34.95631011
568	34.94034101
569	34.90564428
570	34.88548674
571	34.86330214
572	34.85058238
573	34.82291466
574	34.81749766
575	34.79861435
576	34.78905423
577	34.77404465
578	34.7578914
579	34.74751375
580	34.69948014
581	34.66504033
582	34.64044553
583	34.62401406
584	34.60304025
585	34.58572403
586	34.56615744
587	34.54871373
588	34.53560532
589	34.50290921
590	34.49392367
591	34.45359793
592	34.44793256
593	34.43796131
594	34.42618757
595	34.41451849
596	34.3884907
597	34.37423522
598	34.35904359
599	34.353739
600	34.33700995
601	34.32893776
602	34.30162094
603	34.28968023
604	34.28787469
605	34.25209835
606	34.22114863
607	34.21698684
608	34.20521531
609	34.19388236
610	34.18103898
611	34.16696265
612	34.14109177
613	34.13044073
614	34.11925719
615	34.11234013
616	34.09157107
617	34.084132
618	34.07396171
619	34.05796621
620	34.04716239
621	34.02794443
622	34.0165981
623	34.00038124
624	33.97905717
625	33.95670701
626	33.95003254
627	33.93029792
628	33.90904297
629	33.9017187
630	33.86485168
631	33.83122837
632	33.81924454
633	33.8037909
634	33.78890033
635	33.77697121
636	33.76467263
637	33.75329179
638	33.73414335
639	33.69898346
640	33.68574282
641	33.6818631
642	33.65657556
643	33.64615582
644	33.62925212
645	33.59784583
646	33.56913407
647	33.5391514
648	33.51810627
649	33.50183136
650	33.47651742
651	33.45871255
652	33.44977193
653	33.429029
654	33.39885414
655	33.38331432
656	33.36906403
657	33.3519864
658	33.32647085
659	33.31556259
660	33.31400798
661	33.29906748
662	33.27935527
663	33.26443239
664	33.25684015
665	33.24573002
666	33.23765313
667	33.21621215
668	33.20838738
669	33.1789056
670	33.15693013
671	33.14841898
672	33.13630451
673	33.13286517
674	33.1225231
675	33.10787678
676	33.09535323
677	33.08172581
678	33.07068444
679	33.04875357
680	33.01440043
681	32.98744619
682	32.95794475
683	32.93538984
684	32.9277431
685	32.92248626
686	32.91241175
687	32.89844224
688	32.89060272
689	32.86205191
690	32.8526309
691	32.8387657
692	32.82850057
693	32.80600462
694	32.77789104
695	32.76435073
696	32.75074664
697	32.73767503
698	32.7045851
699	32.65559276
700	32.63945391
701	32.62724485
702	32.60890282
703	32.58741334
704	32.56707871
705	32.54528072
706	32.51956474
707	32.49388271
708	32.48184798
709	32.46972853
710	32.44486017
711	32.42629178
712	32.40225027
713	32.39312186
714	32.38761116
715	32.37020127
716	32.34194812
717	32.33231651
718	32.28062601
719	32.25855947
720	32.25188158
721	32.21376561
722	32.203228
723	32.18693181
724	32.17843834
725	32.16694529
726	32.1297546
727	32.12172495
728	32.10353598
729	32.10038486
730	32.08990782
731	32.06576297
732	32.05336696
733	32.04130002
734	32.03224186
735	32.01073144
736	31.99800817
737	31.98982611
738	31.96158566
739	31.95271448
740	31.9171423
741	31.90660224
742	31.85808148
743	31.83785701
744	31.82876015
745	31.8130742
746	31.79966863
747	31.77831492
748	31.76657832
749	31.74851437
750	31.72921293
751	31.70139609
752	31.69224022
753	31.66086257
754	31.64969625
755	31.62108345
756	31.59727927
757	31.5964235
758	31.56979631
759	31.54924218
760	31.5435021
761	31.52510317
762	31.51483688
763	31.49602704
764	31.48207566
765	31.47813857
766	31.44719539
767	31.43321937
768	31.41776534
769	31.39921521
770	31.38792021
771	31.37148082
772	31.32848353
773	31.30803622
774	31.29749887
775	31.2813747
776	31.27307876
777	31.25931103
778	31.23573085
779	31.19297738
780	31.15475657
781	31.14625915
782	31.14529083
783	31.13361369
784	31.11234329
785	31.10466292
786	31.08835683
787	31.07648715
788	31.0646405
789	31.04763863
790	31.03078439
791	31.01053071
792	30.99821617
793	30.97958322
794	30.9537627
795	30.94731892
796	30.92915156
797	30.91066216
798	30.88747373
799	30.87979186
800	30.87186073
801	30.85245361
802	30.84360218
803	30.81054021
804	30.7982639
805	30.78627649
806	30.76753358
807	30.76462374
808	30.75604957
809	30.74092334
810	30.73484625
811	30.7165082
812	30.70923558
813	30.68865319
814	30.68164816
815	30.6575922
816	30.64972559
817	30.64380407
818	30.63437878
819	30.59457112
820	30.58298643
821	30.57311413
822	30.54085022
823	30.52765245
824	30.52156407
825	30.51651618
826	30.51137763
827	30.49950915
828	30.49295717
829	30.48419152
830	30.47936145
831	30.45636492
832	30.441304
833	30.43026255
834	30.41083609
835	30.39652922
836	30.3572007
837	30.32674433
838	30.30312187
839	30.29859835
840	30.29293765
841	30.26218461
842	30.24814365
843	30.23784483
844	30.23105098
845	30.20202011
846	30.19430055
847	30.17579349
848	30.17180117
849	30.14136462
850	30.13617794
851	30.10505623
852	30.09508436
853	30.08169014
854	30.06601008
855	30.05851399
856	30.0463639
857	30.04131589
858	30.03114398
859	29.99520162
860	29.97479048
861	29.96711179
862	29.96076859
863	29.95768986
864	29.94226399
865	29.90709007
866	29.8966597
867	29.88600952
868	29.861649
869	29.85029852
870	29.84844201
871	29.83632582
872	29.82860904
873	29.8233422
874	29.81398794
875	29.80508126
876	29.80282778
877	29.79663484
878	29.7881588
879	29.77866919
880	29.76960008
881	29.75791251
882	29.75377387
883	29.74019376
884	29.7358642
885	29.71068008
886	29.69936261
887	29.68784495
888	29.6810851
889	29.66661109
890	29.65828379
891	29.65058256
892	29.64344367
893	29.64033335
894	29.62719767
895	29.61951599
896	29.60407363
897	29.60389948
898	29.59363399
899	29.58591169
900	29.56506345
901	29.54986466
902	29.53704094
903	29.5193744
904	29.50571229
905	29.48147885
906	29.46855876
907	29.46473911
908	29.45576635
909	29.44179496
910	29.42651944
911	29.41152083
912	29.40437757
913	29.39141343
914	29.37649047
915	29.37081344
916	29.36075309
917	29.35186723
918	29.34215743
919	29.32364331
920	29.3231243
921	29.31075385
922	29.29080388
923	29.28403338
924	29.27375479
925	29.26601532
926	29.24825399
927	29.23482919
928	29.21713619
929	29.19373451
930	29.17490418
931	29.16582078
932	29.15984609
933	29.13834702
934	29.12888991
935	29.11515417
936	29.09992535
937	29.09072304
938	29.0858899
939	29.06795204
940	29.05835374
941	29.05145105
942	29.05132945
943	29.04239884
944	29.03735178
945	29.03251249
946	29.02447068
947	29.01358442
948	29.01317741
949	28.9949916
950	28.98329833
951	28.96481878
952	28.93855912
953	28.91980498
954	28.90230881
955	28.89225228
956	28.86837876
957	28.85964692
958	28.8481616
959	28.8349918
960	28.82491961
961	28.80686306
962	28.78342367
963	28.78066883
964	28.75739536
965	28.73771084
966	28.7261819
967	28.70876016
968	28.69577948
969	28.68308493
970	28.67616159
971	28.66202859
972	28.65447833
973	28.64315128
974	28.63796307
975	28.61869099
976	28.61099493
977	28.5920287
978	28.57979656
979	28.56618961
980	28.56002021
981	28.54602478
982	28.51878773
983	28.51388754
984	28.51029833
985	28.50162194
986	28.49066358
987	28.48418021
988	28.47951963
989	28.46858009
990	28.448906
991	28.43532498
992	28.42242862
993	28.40372402
994	28.39335228
995	28.38568626
996	28.38290621
997	28.37571303
998	28.36200926
999	28.3415451
